AnimalID,AnimalName,AnimalType,PrimaryColor,SecondaryColor,PrimaryBreed,Sex,DOB,Age,IntakeDate,IntakeCondition,IntakeType,IntakeSubtype,IntakeReason,OutcomeDate,OutcomeType,OutcomeSubtype,OutcomeCondition,Crossing,Jurisdiction,LastUpdate
A1342889,BUBBLES,CAT,TABBY-BRN,,DOMESTIC SH,NEUTERED,2024-05-14,4 MONTHS,2024-08-14,HEALTHY,FOSTER,,,2024-08-29,ADOPTION,WALK IN,,,SAN JOSE,2024-08-30
A1342890,TOAST,CAT,TABBY-BRN,WHITE,DOMESTIC SH,NEUTERED,2024-05-14,4 MONTHS,2024-08-14,HEALTHY,FOSTER,,,2024-08-18,ADOPTION,WALK IN,HEALTHY,,SAN JOSE,2024-08-18
A1342891,ROSE,CAT,TABBY-BRN,,DOMESTIC SH,SPAYED,2024-05-14,4 MONTHS,2024-08-14,HEALTHY,FOSTER,,,2024-08-24,ADOPTION,WALK IN,HEALTHY,,SAN JOSE,2024-08-24
A1342892,YELLOW,CAT,TABBY-BRN,,DOMESTIC SH,SPAYED,2024-05-14,4 MONTHS,2024-08-14,HEALTHY,FOSTER,,,2024-08-16,ADOPTION,WALK IN,,,SAN JOSE,2024-08-16
A1342940,BENJAMIN,CAT,ORANGE,WHITE,DOMESTIC SH,NEUTERED,,NO AGE,2024-07-30,HEALTHY,RETURN,,,2024-07-31,ADOPTION,WALK IN,HEALTHY,,SAN JOSE,2024-07-31
A1342940,BENJAMIN,CAT,ORANGE,WHITE,DOMESTIC SH,NEUTERED,,NO AGE,2024-07-26,HEALTHY,FOSTER,,,2024-07-27,ADOPTION,WALK IN,HEALTHY,TURLEY DR X TURLEY CT,SAN JOSE,2024-07-27
A1342941,,CAT,ORANGE,,DOMESTIC SH,NEUTERED,2024-04-11,5 MONTHS,2024-07-26,HEALTHY,FOSTER,,,2024-07-27,ADOPTION,WALK IN,,TURLEY DR X TURLEY CT,SAN JOSE,2024-07-27
A1342942,OSCAR,CAT,ORANGE,,DOMESTIC SH,NEUTERED,2024-04-11,5 MONTHS,2024-07-26,HEALTHY,FOSTER,,,2024-07-27,ADOPTION,WALK IN,,TURLEY DR X TURLEY CT,SAN JOSE,2024-07-27
A1342953,,CAT,BLACK,WHITE,DOMESTIC SH,NEUTERED,2024-05-07,4 MONTHS,2024-07-09,HEALTHY,FOSTER,,,2024-07-31,ADOPTION,WALK IN,,,SAN JOSE,2024-07-31
A1342955,PRIMROSE,CAT,WHITE,BLACK,DOMESTIC SH,SPAYED,2024-05-10,4 MONTHS,2024-07-09,HEALTHY,FOSTER,,,2024-08-15,ADOPTION,WALK IN,HEALTHY,,SAN JOSE,2024-08-15
A1342956,,CAT,TABBY-GRAY,WHITE,DOMESTIC SH,SPAYED,2024-05-22,4 MONTHS,2024-07-09,HEALTHY,FOSTER,,,2024-07-23,ADOPTION,WALK IN,,,SAN JOSE,2024-07-23
A1343005,,CAT,TABBY-BRN,,DOMESTIC SH,SPAYED,2024-05-01,4 MONTHS,2024-07-19,HEALTHY,FOSTER,,IP ADOPT,2024-07-19,ADOPTION,,HEALTHY,,SAN JOSE,2024-07-19
A1343017,RANMA,CAT,BLACK,,DOMESTIC SH,NEUTERED,2024-04-07,5 MONTHS,2024-07-26,MED R,FOSTER,,,2024-08-23,ADOPTION,,HEALTHY,"2700 BLOCK MONTEREY RD, SAN JOSE CA 95111",SAN JOSE,2024-08-23
A1343018,,CAT,BUFF,,DOMESTIC SH,NEUTERED,2024-04-07,5 MONTHS,2024-07-26,MED R,FOSTER,,,2024-08-17,ADOPTION,WALK IN,HEALTHY,"2700 BLOCK MONTEREY RD, SAN JOSE CA 95111",SAN JOSE,2024-08-17
A1343019,SWEET POTATO,CAT,TABBY-ORG,,DOMESTIC SH,NEUTERED,2024-04-07,5 MONTHS,2024-07-26,MED R,FOSTER,,,2024-08-19,ADOPTION,WALK IN,HEALTHY,"2700 BLOCK MONTEREY RD, SAN JOSE CA 95111",SAN JOSE,2024-08-19
A1343019,SWEET POTATO,CAT,TABBY-ORG,,DOMESTIC SH,NEUTERED,2024-04-07,5 MONTHS,2024-09-23,HEALTHY,RETURN,OTC,,,,,,,SAN JOSE,2024-09-25
A1343020,,CAT,TABBY-GRAY,WHITE,DOMESTIC MH,SPAYED,2024-04-25,5 MONTHS,2024-07-19,HEALTHY,FOSTER,,,2024-07-19,ADOPTION,,HEALTHY,,SAN JOSE,2024-07-19
A1343021,,CAT,BLACK,WHITE,DOMESTIC MH,SPAYED,2024-04-25,5 MONTHS,2024-07-19,HEALTHY,FOSTER,,,2024-07-19,ADOPTION,,HEALTHY,,SAN JOSE,2024-07-19
A1343022,,CAT,TABBY-BRN,,DOMESTIC MH,NEUTERED,2024-04-25,5 MONTHS,2024-07-19,HEALTHY,FOSTER,,,2024-07-19,ADOPTION,,HEALTHY,,SAN JOSE,2024-07-19
A1343035,LUMI,CAT,PT-LILAC,,DOMESTIC SH,SPAYED,2024-05-10,4 MONTHS,2024-07-31,HEALTHY,FOSTER,,,2024-08-03,ADOPTION,WALK IN,HEALTHY,JUNE AVE X MIAMI DR,SAN JOSE,2024-08-03
A1343036,HAU,CAT,PT-LILAC,,DOMESTIC SH,NEUTERED,2024-04-01,5 MONTHS,2024-07-31,HEALTHY,FOSTER,,,2024-08-01,ADOPTION,WALK IN,HEALTHY,JUNE AVE X MIAMI DR,SAN JOSE,2024-08-01
A1343037,PRINCE NIX,CAT,PT-LILAC,,DOMESTIC SH,NEUTERED,2024-05-21,4 MONTHS,2024-08-21,MED R,FOSTER,,IP ADOPT,2024-08-22,ADOPTION,,HEALTHY,,SAN JOSE,2024-08-22
A1343038,YUKI,CAT,PT-LILAC,,DOMESTIC SH,SPAYED,2024-05-10,4 MONTHS,2024-07-31,HEALTHY,FOSTER,,,2024-07-31,ADOPTION,WALK IN,HEALTHY,JUNE AVE X MIAMI DR,SAN JOSE,2024-07-31
A1343093,GARFIELD,CAT,TABBY-ORG,,DOMESTIC SH,NEUTERED,,NO AGE,2024-08-02,HEALTHY,FOSTER,,IP ADOPT,2024-08-02,ADOPTION,,HEALTHY,,SAN JOSE,2024-08-02
A1343094,DORITOS,CAT,TABBY-ORG,,DOMESTIC SH,NEUTERED,2024-04-17,5 MONTHS,2024-08-02,HEALTHY,FOSTER,,,2024-08-02,ADOPTION,,HEALTHY,,SAN JOSE,2024-08-02
A1343095,DAVE,CAT,TABBY-ORG,,DOMESTIC SH,NEUTERED,2024-05-02,4 MONTHS,2024-08-02,HEALTHY,FOSTER,,IP ADOPT,2024-08-03,ADOPTION,WALK IN,HEALTHY,,SAN JOSE,2024-08-03
A1343096,SUNFLOWER,DOG,BROWN,BLACK,AUST CATTLE DOG,SPAYED,2023-10-12,11 MONTHS,2024-08-08,HEALTHY,FOSTER,,,2024-08-09,FOSTER,,HEALTHY,,SAN JOSE,2024-08-13
A1343096,SUNFLOWER,DOG,BROWN,BLACK,AUST CATTLE DOG,SPAYED,2023-10-12,11 MONTHS,2024-07-06,HEALTHY,FOSTER,,,2024-07-11,FOSTER,,HEALTHY,,SAN JOSE,2024-07-11
A1343197,DAISY,CAT,CALICO-TRI,,DOMESTIC SH,SPAYED,2024-05-05,4 MONTHS,2024-08-07,MED R,FOSTER,,IP ADOPT,2024-08-07,ADOPTION,,HEALTHY,,SAN JOSE,2024-08-07
A1343238,MOCHACHINA,DOG,BRINDLE-BN,,LABRADOR RETR,FEMALE,2022-01-14,2 YEARS,2024-07-07,HEALTHY,STRAY,OTC,,,,,,WHITE ROAD/MCKEE,SAN JOSE,2024-09-23
A1343248,SYLVIE,CAT,GRAY,,DOMESTIC SH,SPAYED,2020-06-03,4 YEARS,2024-08-17,BEH M,RETURN,OTC,,2024-09-04,ADOPTION,WALK IN,,,SAN JOSE,2024-09-04
A1343249,LILO,CAT,TABBY-BRN,,DOMESTIC SH,SPAYED,2024-05-23,4 MONTHS,2024-08-16,HEALTHY,FOSTER,,,2024-08-17,ADOPTION,WALK IN,,,SAN JOSE,2024-08-17
A1343250,HARRY,CAT,TABBY-BRN,,DOMESTIC SH,NEUTERED,2024-05-23,4 MONTHS,2024-08-16,HEALTHY,FOSTER,,,2024-08-16,ADOPTION,WALK IN,,,SAN JOSE,2024-08-16
A1343251,STITCH,CAT,TABBY-BRN,,DOMESTIC SH,NEUTERED,2024-05-23,4 MONTHS,2024-08-16,HEALTHY,FOSTER,,,2024-08-17,ADOPTION,WALK IN,,,SAN JOSE,2024-08-17
A1343259,ROCKY,DOG,BLACK,WHITE,ALASK MALAMUTE,MALE,2021-06-03,3 YEARS,2024-08-13,HEALTHY,FOSTER,,,,,,,BLOCK REGAN ST,SAN JOSE,2024-09-23
A1343321,CHANI,CAT,TABBY-GRAY,,DOMESTIC SH,SPAYED,2024-05-07,4 MONTHS,2024-08-09,HEALTHY,FOSTER,,,2024-08-16,ADOPTION,WALK IN,HEALTHY,,SAN JOSE,2024-08-16
A1343332,KRISPY KREME,CAT,TABBY-ORG,,DOMESTIC SH,NEUTERED,2024-04-05,15 WEEKS,2024-07-06,MED R,RETURN,OTC,,2024-07-19,EUTH,U MED SEV,MED SEV,,SAN JOSE,2024-07-19
A1343365,CHRYSANTHEMUM,DOG,BLACK,,CHIHUAHUA SH,SPAYED,2023-07-30,1 YEAR 2 MONTHS,2024-07-30,HEALTHY,FOSTER,,IP ADOPT,2024-07-30,ADOPTION,,HEALTHY,,SAN JOSE,2024-07-30
A1343375,FELIX,CAT,GRAY,WHITE,DOMESTIC SH,NEUTERED,2024-05-18,4 MONTHS,2024-08-07,HEALTHY,FOSTER,,,2024-08-13,ADOPTION,,HEALTHY,,SAN JOSE,2024-08-13
A1343375,FELIX,CAT,GRAY,WHITE,DOMESTIC SH,NEUTERED,2024-05-18,4 MONTHS,2024-07-14,HEALTHY,FOSTER,,,2024-07-14,FOSTER,,MED R,,SAN JOSE,2024-07-14
A1343393,PRICE TAG,CAT,TORBI-BRN,,DOMESTIC SH,SPAYED,2024-05-14,4 MONTHS,2024-07-06,NURSING,FOSTER,,,2024-07-22,FOSTER,,HEALTHY,,SAN JOSE,2024-07-22
A1343393,PRICE TAG,CAT,TORBI-BRN,,DOMESTIC SH,SPAYED,2024-05-14,4 MONTHS,2024-07-22,HEALTHY,FOSTER,,,2024-07-23,ADOPTION,WALK IN,HEALTHY,,SAN JOSE,2024-07-23
A1343398,PAXTON,CAT,BLACK,WHITE,DOMESTIC SH,NEUTERED,2024-05-08,4 MONTHS,2024-07-12,HEALTHY,FOSTER,,,2024-07-20,ADOPTION,WALK IN,,,SAN JOSE,2024-07-20
A1343399,PEACHES,CAT,TABBY-BRN,WHITE,DOMESTIC SH,SPAYED,2024-05-08,4 MONTHS,2024-07-12,HEALTHY,FOSTER,,,2024-07-14,ADOPTION,WALK IN,,,SAN JOSE,2024-07-14
A1343404,NEVILLE,CAT,BLACK,,DOMESTIC SH,NEUTERED,2024-05-09,4 MONTHS,2024-07-10,MED R,FOSTER,,,2024-07-26,ADOPTION,WALK IN,HEALTHY,KING RD X E ST JAMES ST,SAN JOSE,2024-07-26
A1343409,LORD DEBLING,OTHER,TRICOLOR,,GUINEA PIG,MALE,,NO AGE,2024-08-17,HEALTHY,FOSTER,,,2024-08-17,FOSTER,,HEALTHY,,,2024-08-17
A1343420,TILLIE,CAT,TABBY-BRN,WHITE,DOMESTIC SH,SPAYED,2024-04-29,5 MONTHS,2024-08-16,HEALTHY,FOSTER,,,2024-08-17,ADOPTION,WALK IN,HEALTHY,,SAN JOSE,2024-08-18
A1343421,TATUM,CAT,GRAY,,DOMESTIC SH,SPAYED,2024-04-29,5 MONTHS,2024-08-16,HEALTHY,FOSTER,,,2024-08-17,ADOPTION,WALK IN,HEALTHY,,SAN JOSE,2024-08-17
A1343457,SIMBA,CAT,TABBY-ORG,,DOMESTIC MH,NEUTERED,2024-05-04,4 MONTHS,2024-08-09,HEALTHY,FOSTER,,,2024-08-14,ADOPTION,WALK IN,HEALTHY,,SAN JOSE,2024-08-14
A1343479,BIBBOO,CAT,TABBY-BRN,WHITE,DOMESTIC SH,SPAYED,2024-05-11,4 MONTHS,2024-07-26,HEALTHY,FOSTER,,,2024-07-27,ADOPTION,,HEALTHY,SINBAD AVE,SAN JOSE,2024-07-27
A1343481,BOBA,CAT,TABBY-BRN,,DOMESTIC SH,SPAYED,2024-05-11,4 MONTHS,2024-07-26,HEALTHY,FOSTER,,,2024-07-27,ADOPTION,,HEALTHY,SINBAD AVE,SAN JOSE,2024-08-04
A1343545,BOO,CAT,BLACK,,DOMESTIC SH,SPAYED,2024-04-30,5 MONTHS,2024-08-02,HEALTHY,FOSTER,,IP ADOPT,2024-08-02,ADOPTION,WALK IN,,,SAN JOSE,2024-08-02
A1343546,BENNY,CAT,BLACK,,DOMESTIC SH,NEUTERED,2024-04-30,5 MONTHS,2024-08-02,MED R,FOSTER,,IP ADOPT,2024-08-02,ADOPTION,WALK IN,,,SAN JOSE,2024-08-02
A1343563,,CAT,BLACK,,DOMESTIC SH,SPAYED,2024-04-19,5 MONTHS,2024-09-18,HEALTHY,RETURN,OTC,,,,,,,SAN JOSE,2024-09-23
A1343564,SHOCK TOP,CAT,BLACK,,DOMESTIC SH,SPAYED,2024-04-19,5 MONTHS,2024-09-18,HEALTHY,RETURN,OTC,,,,,,,SAN JOSE,2024-09-23
A1343612,BETTY BOOP,CAT,TABBY-BRN,WHITE,DOMESTIC SH,SPAYED,2024-05-08,4 MONTHS,2024-07-31,HEALTHY,FOSTER,,,2024-08-03,ADOPTION,WALK IN,HEALTHY,BRAMHALL PARK X WILLOW ST,SAN JOSE,2024-08-03
A1343613,MIMI,CAT,TABBY-BRN,WHITE,DOMESTIC LH,SPAYED,2024-05-10,4 MONTHS,2024-07-31,HEALTHY,FOSTER,,,2024-08-03,ADOPTION,WALK IN,HEALTHY,BRAMHALL PARK X WILLOW ST,SAN JOSE,2024-08-03
A1343649,DATE,CAT,BLACK,WHITE,DOMESTIC SH,SPAYED,2024-06-01,3 MONTHS,2024-08-07,HEALTHY,FOSTER,,,2024-08-20,ADOPTION,,HEALTHY,,SAN JOSE,2024-08-20
A1343651,BILBERRY,CAT,TABBY-BRN,,DOMESTIC SH,NEUTERED,2024-06-01,3 MONTHS,2024-08-07,HEALTHY,FOSTER,,,2024-08-20,ADOPTION,,HEALTHY,,SAN JOSE,2024-08-20
A1343652,MAMA,CAT,TORBI-BRN,,DOMESTIC SH,SPAYED,,NO AGE,2024-08-07,HEALTHY,FOSTER,,,2024-08-12,ADOPTION,,HEALTHY,,SAN JOSE,2024-08-12
A1343717,MANGO,CAT,BLACK,WHITE,DOMESTIC SH,SPAYED,2024-04-29,5 MONTHS,2024-07-05,MED R,FOSTER,,,2024-07-22,ADOPTION,WALK IN,HEALTHY,,SAN JOSE,2024-07-22
A1343745,FINCH,CAT,TABBY-GRAY,,DOMESTIC SH,NEUTERED,2024-04-23,5 MONTHS,2024-08-30,HEALTHY,FOSTER,,,2024-08-30,ADOPTION,,HEALTHY,,SAN JOSE,2024-08-30
A1343864,KATSU,DOG,BLACK,BROWN,SCHNAUZER MIN,MALE,2022-06-12,2 YEARS,2024-07-03,HEALTHY,FOSTER,,,2024-07-10,RESCUE,COMPANIONA,HEALTHY,,SAN JOSE,2024-07-10
A1343999,FRANKLIN,CAT,BLACK,,DOMESTIC SH,NEUTERED,2024-05-01,4 MONTHS,2024-08-02,MED R,FOSTER,,IP ADOPT,2024-08-02,ADOPTION,WALK IN,HEALTHY,,SAN JOSE,2024-08-02
A1344109,SPLENDID,CAT,TABBY-BRN,WHITE,DOMESTIC SH,NEUTERED,2024-06-03,3 MONTHS,2024-07-17,MED R,FOSTER,,,2024-09-07,ADOPTION,WALK IN,,,SAN JOSE,2024-09-07
A1344114,NIA,DOG,TAN,,WEIMARANER,SPAYED,2023-09-12,1 YEAR,2024-08-01,HEALTHY,FOSTER,,IP ADOPT,2024-08-01,ADOPTION,WALK IN,HEALTHY,,SAN JOSE,2024-08-01
A1344144,ALFIE,DOG,BLACK,,PATTERDALE TERR,NEUTERED,2023-06-12,1 YEAR 3 MONTHS,2024-08-09,HEALTHY,FOSTER,,,2024-09-08,FOSTER,,,,SAN JOSE,2024-09-08
A1344144,ALFIE,DOG,BLACK,,PATTERDALE TERR,NEUTERED,2023-06-12,1 YEAR 3 MONTHS,2024-09-14,HEALTHY,FOSTER,,,2024-09-15,ADOPTION,WALK IN,HEALTHY,,SAN JOSE,2024-09-15
A1344177,LUCY,DOG,BLACK,TAN,CHIHUAHUA SH,SPAYED,2024-03-09,6 MONTHS,2024-08-20,HEALTHY,FOSTER,,IP ADOPT,2024-08-20,ADOPTION,,HEALTHY,,SAN JOSE,2024-08-20
A1344206,STORMI,CAT,BLACK,,DOMESTIC SH,SPAYED,2024-05-09,4 MONTHS,2024-08-09,HEALTHY,FOSTER,,,2024-09-01,ADOPTION,WALK IN,HEALTHY,,SAN JOSE,2024-09-01
A1344209,MICKEY,DOG,WHITE,BLACK,NORFOLK TERRIER,NEUTERED,2021-12-11,2 YEARS,2024-07-23,HEALTHY,FOSTER,,,2024-07-23,ADOPTION,WALK IN,,SERENADE WAY/SYMPHONY LN,SAN JOSE,2024-07-23
A1344212,SHADOW,CAT,BLACK,,DOMESTIC SH,SPAYED,2024-04-12,5 MONTHS,2024-07-15,MED R,RETURN,OTC,,2024-08-10,ADOPTION,WALK IN,HEALTHY,,SAN JOSE,2024-08-10
A1344220,OLIVE,CAT,BLACK,WHITE,DOMESTIC SH,FEMALE,2023-06-28,1 YEAR 2 MONTHS,2024-08-28,HEALTHY,FOSTER,,,2024-08-28,DIED,POST OP,MED EMERG,3600 BLOCK HILLCAP AVE / CAPITOL,SAN JOSE,2024-08-28
A1344221,OREO,CAT,BLACK,WHITE,DOMESTIC SH,SPAYED,2024-06-04,3 MONTHS,2024-08-28,HEALTHY,FOSTER,,,2024-09-10,ADOPTION,WALK IN,HEALTHY,3600 BLOCK HILLCAP AVE / CAPITOL,SAN JOSE,2024-09-10
A1344222,LUNA,CAT,BLACK,WHITE,DOMESTIC SH,NEUTERED,2024-06-04,3 MONTHS,2024-08-28,HEALTHY,FOSTER,,,2024-09-08,ADOPTION,WALK IN,HEALTHY,3600 BLOCK HILLCAP AVE / CAPITOL,SAN JOSE,2024-09-08
A1344223,CHLOE,CAT,BLACK,WHITE,DOMESTIC SH,SPAYED,2024-06-04,3 MONTHS,2024-08-28,HEALTHY,FOSTER,,,2024-09-01,ADOPTION,WALK IN,HEALTHY,3600 BLOCK HILLCAP AVE / CAPITOL,SAN JOSE,2024-09-01
A1344223,CHLOE,CAT,BLACK,WHITE,DOMESTIC SH,SPAYED,2024-06-04,3 MONTHS,2024-09-03,HEALTHY,RETURN,,,2024-09-12,ADOPTION,,HEALTHY,,SAN JOSE,2024-09-12
A1344229,CHEERIO,CAT,TABBY-ORG,,DOMESTIC SH,NEUTERED,2024-05-21,4 MONTHS,2024-08-28,MED R,FOSTER,,,2024-08-29,ADOPTION,,HEALTHY,,SAN JOSE,2024-08-30
A1344230,XAVIER,CAT,BLACK,,DOMESTIC SH,NEUTERED,2024-02-05,7 MONTHS,2024-08-15,HEALTHY,RETURN,OTC,LANDLORD,2024-09-05,ADOPTION,,HEALTHY,,SAN JOSE,2024-09-05
A1344235,EMBER,CAT,TABBY-BRN,,DOMESTIC SH,NEUTERED,2024-05-02,4 MONTHS,2024-09-18,HEALTHY,FOSTER,,,,,,,,SAN JOSE,2024-09-23
A1344235,EMBER,CAT,TABBY-BRN,,DOMESTIC SH,NEUTERED,2024-05-02,4 MONTHS,2024-07-04,NURSING,FOSTER,,,2024-07-05,FOSTER,,NURSING,MONTEREY RD,SAN JOSE,2024-07-05
A1344235,EMBER,CAT,TABBY-BRN,,DOMESTIC SH,NEUTERED,2024-05-02,4 MONTHS,2024-07-02,NURSING,FOSTER,,,2024-07-03,FOSTER,,NURSING,CATHAY DR / OCALA AVE,SAN JOSE,2024-07-03
A1344235,EMBER,CAT,TABBY-BRN,,DOMESTIC SH,NEUTERED,2024-05-02,4 MONTHS,2024-07-06,HEALTHY,FOSTER,,,2024-07-07,FOSTER,,HEALTHY,,SAN JOSE,2024-07-07
A1344236,MARIGOLD,CAT,TABBY-BRN,,DOMESTIC SH,SPAYED,2024-05-02,4 MONTHS,2024-07-06,HEALTHY,FOSTER,,,2024-07-07,FOSTER,,HEALTHY,,SAN JOSE,2024-07-07
A1344236,MARIGOLD,CAT,TABBY-BRN,,DOMESTIC SH,SPAYED,2024-05-02,4 MONTHS,2024-07-02,HEALTHY,FOSTER,,,2024-07-03,FOSTER,,NURSING,CATHAY DR / OCALA AVE,SAN JOSE,2024-07-03
A1344236,MARIGOLD,CAT,TABBY-BRN,,DOMESTIC SH,SPAYED,2024-05-02,4 MONTHS,2024-07-04,NURSING,FOSTER,,,2024-07-05,FOSTER,,NURSING,MONTEREY RD,SAN JOSE,2024-07-05
A1344236,MARIGOLD,CAT,TABBY-BRN,,DOMESTIC SH,SPAYED,2024-05-02,4 MONTHS,2024-09-18,HEALTHY,FOSTER,,,2024-09-28,ADOPTION,WALK IN,,,SAN JOSE,2024-09-28
A1344243,KATNISS,CAT,GRAY,,DOMESTIC SH,SPAYED,2024-05-11,4 MONTHS,2024-07-12,MED R,FOSTER,,,2024-07-19,ADOPTION,,MED R,,SAN JOSE,2024-07-19
A1344244,PEETA,CAT,GRAY,,DOMESTIC SH,NEUTERED,2024-05-11,4 MONTHS,2024-07-12,MED R,FOSTER,,,2024-07-19,ADOPTION,,MED R,,SAN JOSE,2024-07-19
A1344261,ASTRO,DOG,BROWN,,BOXER,NEUTERED,2024-02-16,7 MONTHS,2024-08-29,HEALTHY,FOSTER,,,2024-08-29,ADOPTION,,HEALTHY,,SAN JOSE,2024-08-29
A1344312,ANGEL,DOG,BRINDLE-BN,WHITE,FRENCH BULLDOG,SPAYED,2018-06-10,6 YEARS,2024-07-11,HEALTHY,FOSTER,,,2024-07-11,ADOPTION,,HEALTHY,1500 BLOCK OF BRANHAM LN,SAN JOSE,2024-07-11
A1344325,MAX,DOG,GRAY,WHITE,SIBERIAN HUSKY,MALE,2023-09-19,1 YEAR,2024-08-06,HEALTHY,STRAY,OTC,,2024-09-28,FOSTER,,HEALTHY,S 16TH ST X E WILLIAMS ST,SAN JOSE,2024-09-28
A1344349,LILLIE,DOG,BLACK,BROWN,CHIHUAHUA SH,SPAYED,2021-06-10,3 YEARS,2024-08-09,HEALTHY,OWNER SUR,OTC,,2024-08-14,RESCUE,COMPANIONA,HEALTHY,,LOS GATOS,2024-08-14
A1344349,LILLIE,DOG,BLACK,BROWN,CHIHUAHUA SH,SPAYED,2021-06-10,3 YEARS,2024-07-24,HEALTHY,RETURN,,,2024-07-25,RTO,WALK IN,HEALTHY,,SAN JOSE,2024-07-25
A1344353,RICO,DOG,TAN,BLACK,LABRADOR RETR,NEUTERED,2021-06-10,3 YEARS,2024-09-03,HEALTHY,FOSTER,,,,,,,,SAN JOSE,2024-09-27
A1344378,SHOPPING CART,CAT,TABBY-BRN,WHITE,DOMESTIC SH,NEUTERED,2024-04-05,5 MONTHS,2024-07-05,HEALTHY,FOSTER,,,2024-07-23,ADOPTION,WALK IN,HEALTHY,,SAN JOSE,2024-07-23
A1344380,,CAT,TABBY-BRN,WHITE,DOMESTIC MH,SPAYED,2024-04-05,5 MONTHS,2024-07-05,HEALTHY,FOSTER,,,2024-07-24,ADOPTION,WALK IN,,,SAN JOSE,2024-07-24
A1344415,DAISY,DOG,BRINDLE-BN,WHITE,PLOTT HOUND,FEMALE,2020-06-11,4 YEARS,2024-08-01,HEALTHY,STRAY,OTC,IP ADOPT,2024-08-04,RTO,,HEALTHY,HILLSDALE AVE,SAN JOSE,2024-08-04
A1344435,THOR,CAT,ORANGE,WHITE,DOMESTIC SH,NEUTERED,2024-05-24,4 MONTHS,2024-08-28,MED R,FOSTER,,,2024-08-30,ADOPTION,WALK IN,HEALTHY,,SAN JOSE,2024-08-30
A1344494,MERCEDES,CAT,BLACK,WHITE,DOMESTIC MH,SPAYED,2024-05-12,4 MONTHS,2024-07-19,HEALTHY,FOSTER,,IP ADOPT,2024-07-21,ADOPTION,,HEALTHY,,SAN JOSE,2024-07-21
A1344541,LUCY,CAT,WHITE,TABBY-ORG,DOMESTIC SH,SPAYED,2020-07-25,4 YEARS,2024-07-07,HEALTHY,RETURN,OTC,,2024-09-05,FOSTER,,HEALTHY,,SAN JOSE,2024-09-05
A1344541,LUCY,CAT,WHITE,TABBY-ORG,DOMESTIC SH,SPAYED,2020-07-25,4 YEARS,2024-09-05,HEALTHY,FOSTER,,,,,,,,SAN JOSE,2024-09-12
A1344547,MATHDILDA,CAT,WHITE,BLACK,DOMESTIC SH,SPAYED,2024-05-15,4 MONTHS,2024-07-04,HEALTHY,FOSTER,,,2024-07-04,FOSTER,,HEALTHY,,SAN JOSE,2024-07-04
A1344547,MATHDILDA,CAT,WHITE,BLACK,DOMESTIC SH,SPAYED,2024-05-15,4 MONTHS,2024-07-02,HEALTHY,FOSTER,,,2024-07-03,FOSTER,,HEALTHY,,SAN JOSE,2024-07-03
A1344547,MATHDILDA,CAT,WHITE,BLACK,DOMESTIC SH,SPAYED,2024-05-15,4 MONTHS,2024-07-10,HEALTHY,FOSTER,,,2024-07-21,FOSTER,,HEALTHY,,SAN JOSE,2024-07-24
A1344547,MATHDILDA,CAT,WHITE,BLACK,DOMESTIC SH,SPAYED,2024-05-15,4 MONTHS,2024-07-24,HEALTHY,FOSTER,,,2024-07-24,ADOPTION,WALK IN,HEALTHY,,SAN JOSE,2024-07-24
A1344581,RICEBALL,CAT,PT-SEAL,,DOMESTIC MH,NEUTERED,2024-03-12,6 MONTHS,2024-07-08,HEALTHY,FOSTER,,,2024-07-08,ADOPTION,,HEALTHY,,SAN JOSE,2024-07-08
A1344582,MOONPIE,CAT,PT-LILAC,,DOMESTIC MH,NEUTERED,2024-03-12,6 MONTHS,2024-07-08,HEALTHY,FOSTER,,,2024-07-08,ADOPTION,,HEALTHY,,SAN JOSE,2024-07-08
A1344920,BLACK CURRANT,CAT,BLACK,WHITE,DOMESTIC SH,SPAYED,2024-05-22,4 MONTHS,2024-08-07,HEALTHY,FOSTER,,,2024-08-25,ADOPTION,WALK IN,HEALTHY,,SAN JOSE,2024-08-25
A1344928,KIWI,CAT,BLACK,,DOMESTIC SH,SPAYED,2024-05-22,4 MONTHS,2024-08-07,HEALTHY,FOSTER,,,2024-08-25,ADOPTION,WALK IN,HEALTHY,,SAN JOSE,2024-08-25
A1344930,LUCKY,CAT,TABBY-BRN,,DOMESTIC SH,SPAYED,2024-05-18,4 MONTHS,2024-08-07,HEALTHY,FOSTER,,,2024-08-20,ADOPTION,,HEALTHY,MONTEREY RD X UMBARGER RD,SAN JOSE,2024-08-20
A1344955,MABEL,DOG,BLACK,WHITE,PIT BULL,SPAYED,2024-04-13,5 MONTHS,2024-08-07,HEALTHY,FOSTER,,IP ADOPT,2024-08-07,ADOPTION,,HEALTHY,,SAN JOSE,2024-08-07
A1344955,MABEL,DOG,BLACK,WHITE,PIT BULL,SPAYED,2024-04-13,5 MONTHS,2024-07-24,MED R,FOSTER,,IP ADOPT,2024-07-24,FOSTER,,MED R,,SAN JOSE,2024-07-25
A1344955,MABEL,DOG,BLACK,WHITE,PIT BULL,SPAYED,2024-04-13,5 MONTHS,2024-07-18,MED R,FOSTER,,IP ADOPT,2024-07-18,FOSTER,,MED R,,SAN JOSE,2024-07-19
A1344963,ZORO,CAT,BLACK,BLACK,DOMESTIC SH,NEUTERED,2024-05-13,4 MONTHS,2024-09-19,MED R,FOSTER,,,2024-09-19,ADOPTION,,HEALTHY,MONTEREY RD,SAN JOSE,2024-09-19
